public_identifier;num_accomplishment_courses;name;number
%E7%85%9C-yu-%E7%8E%8B-wang-616272187;2;;ME5402/EE5106
%E7%85%9C-yu-%E7%8E%8B-wang-616272187;3;;ME5612
%E7%85%9C-yu-%E7%8E%8B-wang-616272187;4;;ME5403
%E7%85%9C-yu-%E7%8E%8B-wang-616272187;5;;ME6505
%E7%85%9C-yu-%E7%8E%8B-wang-616272187;6;;ME5106
%E7%85%9C-yu-%E7%8E%8B-wang-616272187;7;;ME5403
%E7%85%9C-yu-%E7%8E%8B-wang-616272187;8;;ME5600A
%E7%85%9C-yu-%E7%8E%8B-wang-616272187;9;;ME5600B
%E7%85%9C-yu-%E7%8E%8B-wang-616272187;10;;ME5611
%F0%9F%8C%88%F0%9F%8C%B5%F0%9F%90%BEerin-tay-b8aaa429;1;;-
%F0%9F%8C%88%F0%9F%8C%B5%F0%9F%90%BEerin-tay-b8aaa429;2;;-
%F0%9F%8C%88%F0%9F%8C%B5%F0%9F%90%BEerin-tay-b8aaa429;3;;(British Council)
%F0%9F%8C%88%F0%9F%8C%B5%F0%9F%90%BEerin-tay-b8aaa429;4;;(British Council)
%F0%9F%8C%88%F0%9F%8C%B5%F0%9F%90%BEerin-tay-b8aaa429;5;;-
%F0%9F%8C%88%F0%9F%8C%B5%F0%9F%90%BEerin-tay-b8aaa429;6;;-
%F0%9F%8C%88%F0%9F%8C%B5%F0%9F%90%BEerin-tay-b8aaa429;7;;Coursera A5SKV3Y9JBKE
-ericyew;1;;-
-ericyew;2;;38842832
-ericyew;3;;-
-ericyew;4;;-
-ericyew;5;;-
-ericyew;6;;-
-ericyew;7;;-
-joannewong;1;;-
-joannewong;2;;-
-joannewong;3;101;-
-joannewong;4;;-
-joannewong;5;;-
2sameerpanda;1;;ISSS608
2sameerpanda;2;;ISFS614
2sameerpanda;3;;ISSS603
2sameerpanda;4;;IS602
2sameerpanda;5;;ISSS602
2sameerpanda;6;;IS614
2sameerpanda;7;;ISSS612
2sameerpanda;8;;ISSS609
2sameerpanda;9;;ISSS616
2sameerpanda;10;;IS613
2sameerpanda;11;;ISSS601
a-m-aditya;1;;EB5001
a-m-aditya;2;;-
a-m-aditya;3;;-
a-m-aditya;4;;-
a-m-aditya;5;;KE5106
a-m-aditya;6;;KE5108
a-m-aditya;7;;-
a-m-aditya;8;;SG5233
a-m-aditya;9;;CS5330
a-m-aditya;10;;SG5221
a-m-aditya;11;;KE5208
a-m-aditya;12;;SG5013
a-m-aditya;13;;KE5205
a-m-aditya;14;;EB5202
aadhee-sethurajan-07b9897b;1;;null
aadhee-sethurajan-07b9897b;2;;null
aadhee-sethurajan-07b9897b;3;;null
aadhee-sethurajan-07b9897b;4;;null
aadhil-haq-9405a762;1;;null
aadhil-haq-9405a762;2;;null
aadhil-haq-9405a762;3;;null
aadhil-haq-9405a762;4;;null
aadhil-haq-9405a762;5;;null
aadhil-haq-9405a762;6;;null
aadhil-haq-9405a762;7;;null
aadhil-haq-9405a762;8;;null
aadhil-haq-9405a762;9;;null
aadhil-haq-9405a762;10;;null
aadhil-haq-9405a762;11;;null
aadhil-haq-9405a762;12;;null
aadhil-haq-9405a762;13;;null
aadhil-haq-9405a762;14;;null
aadhil-haq-9405a762;15;;null
aadhil-haq-9405a762;16;;null
aadhil-haq-9405a762;17;;null
aadhil-haq-9405a762;18;;null
aadhil-haq-9405a762;19;;null
aadhil-haq-9405a762;20;;null
aaditkamat;1;;Ohio State University
aaditkamat;2;;null
aaditkamat;3;;Pluralsight Inc.
aaditkamat;4;;null
aaditkamat;5;;MITx - 6.00.1x
aakanksha-kumari;1;;-
aakanksha-kumari;2;;-
aakanksha-kumari;3;;-
aakanksha-kumari;4;;-
aakanksha-kumari;5;;-
aakanksha-kumari;6;;-
aakanksha-kumari;7;;-
aakanksha-kumari;8;;-
aakanksha-kumari;9;;-
aakanksha-kumari;10;;-
aakanksha-kumari;11;;-
aanchal-aggarwal-92767120;1;;-
aanchal-aggarwal-92767120;2;;-
aanchal-aggarwal-92767120;3;;-
aanchal-aggarwal-92767120;4;;-
aanchal-aggarwal-92767120;5;;-
aanchal-aggarwal-92767120;6;;-
aanchal-aggarwal-92767120;7;;-
aanchal-aggarwal-92767120;8;;-
aanchal-aggarwal-92767120;9;;-
aanchal-aggarwal-92767120;10;;-
aanchal-aggarwal-92767120;11;;-
aarathisv;1;;null
aaric-niew-90075a6a;1;;null
aaron-chan-a123347a;1;;-
aaron-chia-a4581a173;1;;null
aaron-chia-a4581a173;2;;null
aaron-chia-a4581a173;3;;null
aaron-chia-a4581a173;4;;null
aaron-chia-a4581a173;5;;null
aaron-chia-a4581a173;6;;null
aaron-chia-a4581a173;7;01;null
aaron-chia-a4581a173;8;02;null
aaron-chia-a4581a173;9;;null
aaron-chia-a4581a173;10;;null
aaron-chia-a4581a173;11;;null
aaron-chia-a4581a173;12;;null
aaron-chia-a4581a173;13;01;null
aaron-chia-a4581a173;14;02;null
aaron-chow-jia-jun;1;;null
aaron-chow-jia-jun;2;;null
aaron-chow-jia-jun;3;;null
aaron-chow-jia-jun;4;;null
aaron-goh-a59abaa4;1;;MPA Singapore
aaron-goh-a59abaa4;2;2015;Marine Offshore O&G Assoc
aaron-khoo-405271194;1;;null
aaron-koh-18605a108;1;;R37
aaron-tan-jy;1;;-
aaron-tan-jy;2;;-
aaron-tan-jy;3;;-
aaron-tan-jy;4;;-
aaron-tan-jy;5;;-
aaron-tan-jy;6;;-
aaron-tan-jy;7;03;-
aaron-tan-jy;8;01;-
aaron-tan-jy;9;02;-
aaron-yap-a3106469;1;;
aaron-yap-a3106469;2;;
aaron-yap-a3106469;3;;
aaron-yap-a3106469;4;;
aaron-yap-a3106469;5;05;
aaron-yap-a3106469;6;;
aaronarulrudge;1;;null
aaronarulrudge;2;;null
aaronhow;1;03-01;-
aaronsengweeteo;1;;null
aaronsengweeteo;2;;null
aaronsengweeteo;3;;null
aaronsengweeteo;4;;null
aarren-dieok-mcips-6511181b;1;;
aarren-dieok-mcips-6511181b;2;;SHRI
aarushimagan;1;;null
aarushimagan;2;;null
aarushimagan;3;;null
aarushimagan;4;;null
aarushimagan;5;;null
aarushimagan;6;;null
aarushimagan;7;;null
aarushimagan;8;;null
aarushimagan;9;;null
aarushimagan;10;21;null
aarushimagan;11;;null
aarushimagan;12;;null
aarushimagan;13;;null
aarushimagan;14;;null
aarushimagan;15;;null
aashishmittal;1;;null
aashishmittal;2;;null
aashishmittal;3;;null
aashishmittal;4;;null
aashishmittal;5;;null
aashishmittal;6;;null
aashishmittal;7;;null
aashishmittal;8;;null
aashishmittal;9;;null
aashishmittal;10;;null
aashna-bohara-b59845167;1;;null
aashna-bohara-b59845167;2;;null
aashna-bohara-b59845167;3;;null
aashna-bohara-b59845167;4;;null
aashna-bohara-b59845167;5;;null
aasma-sha-46867b112;1;;null
aayush-madaan-gold-medallist-1000402a;1;;null
aayush-madaan-gold-medallist-1000402a;2;;null
aayush-madaan-gold-medallist-1000402a;3;;null
aayush-madaan-gold-medallist-1000402a;4;;null
aayush-madaan-gold-medallist-1000402a;5;;null
aayush-madaan-gold-medallist-1000402a;6;;null
aayush-madaan-gold-medallist-1000402a;7;;null
aayush-madaan-gold-medallist-1000402a;8;;null
aayush-madaan-gold-medallist-1000402a;9;;null
aayush-madaan-gold-medallist-1000402a;10;;null
abby-ng-0927a86b;1;;BCA
abby-ng-0927a86b;2;;IPOS-SUSS
abby-ng-0927a86b;3;;Uni of Leeds, FutureLearn
abby-ng-0927a86b;4;;Metis Art
%C3%A1rni-arason-2390bba;1;;null
%D9%85%D8%AD%D9%85%D8%AF-%D8%B9%D8%A7%D9%81%D9%8A%D9%82-%D8%A7%D8%A8%D9%86-%D9%85%D8%AD%D9%85%D8%AF-%D8%A7%D8%B1%D8%B4%D8%A7%D8%AF-%D8%A7%D8%A8%D9%86-%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85-%D8%A7%D8%A8%D9%86-%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87-226a3299;1;;Leap Australia Pty Ltd
%D9%85%D8%AD%D9%85%D8%AF-%D8%B9%D8%A7%D9%81%D9%8A%D9%82-%D8%A7%D8%A8%D9%86-%D9%85%D8%AD%D9%85%D8%AF-%D8%A7%D8%B1%D8%B4%D8%A7%D8%AF-%D8%A7%D8%A8%D9%86-%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85-%D8%A7%D8%A8%D9%86-%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87-226a3299;2;;White Card
%D9%85%D8%AD%D9%85%D8%AF-%D8%B9%D8%A7%D9%81%D9%8A%D9%82-%D8%A7%D8%A8%D9%86-%D9%85%D8%AD%D9%85%D8%AF-%D8%A7%D8%B1%D8%B4%D8%A7%D8%AF-%D8%A7%D8%A8%D9%86-%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85-%D8%A7%D8%A8%D9%86-%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87-226a3299;3;;AMC (60131)
%D9%85%D8%AD%D9%85%D8%AF-%D8%B9%D8%A7%D9%81%D9%8A%D9%82-%D8%A7%D8%A8%D9%86-%D9%85%D8%AD%D9%85%D8%AF-%D8%A7%D8%B1%D8%B4%D8%A7%D8%AF-%D8%A7%D8%A8%D9%86-%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85-%D8%A7%D8%A8%D9%86-%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87-226a3299;4;;PADI
%D9%85%D8%AD%D9%85%D8%AF-%D8%B9%D8%A7%D9%81%D9%8A%D9%82-%D8%A7%D8%A8%D9%86-%D9%85%D8%AD%D9%85%D8%AF-%D8%A7%D8%B1%D8%B4%D8%A7%D8%AF-%D8%A7%D8%A8%D9%86-%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85-%D8%A7%D8%A8%D9%86-%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87-226a3299;5;;WHS
%D9%85%D8%AD%D9%85%D8%AF-%D8%B9%D8%A7%D9%81%D9%8A%D9%82-%D8%A7%D8%A8%D9%86-%D9%85%D8%AD%D9%85%D8%AF-%D8%A7%D8%B1%D8%B4%D8%A7%D8%AF-%D8%A7%D8%A8%D9%86-%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85-%D8%A7%D8%A8%D9%86-%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87-226a3299;6;;WITs
%E5%88%98%E5%BE%B7%E6%B6%8C-teik-yong-liew-083b0262;1;;null
%E5%BB%BA%E8%83%9C-%E6%B4%AA-0ba527113;1;;-
%E5%BB%BA%E8%83%9C-%E6%B4%AA-0ba527113;2;;-
%E6%9E%97%E4%BD%B3%E4%BB%AA-jia-1b0668141;1;2019-2019;-
%E6%9E%97%E4%BD%B3%E4%BB%AA-jia-1b0668141;2;;-
%E6%9E%97%E4%BD%B3%E4%BB%AA-jia-1b0668141;3;;-
%E6%9E%97%E4%BD%B3%E4%BB%AA-jia-1b0668141;4;;-
%E6%A5%8A%E6%A3%88%E6%83%A0-regina-yqh-sgketoif-b6a12926;1;;null
%E6%AF%85%E8%B1%AA-%E9%99%88-5a321310b;1;;null
%E6%AF%85%E8%B1%AA-%E9%99%88-5a321310b;2;;null
%E6%AF%85%E8%B1%AA-%E9%99%88-5a321310b;3;;null
%E6%AF%85%E8%B1%AA-%E9%99%88-5a321310b;4;;null
%E6%AF%85%E8%B1%AA-%E9%99%88-5a321310b;5;;null
%E7%91%9E%E5%BB%B7-%E5%BE%90-b7ba26124;1;;-
%E9%94%AE%E4%B8%9C-%E7%8E%8B-83b10bb9;1;;-
%E9%94%AE%E4%B8%9C-%E7%8E%8B-83b10bb9;2;;-
%E9%94%AE%E4%B8%9C-%E7%8E%8B-83b10bb9;3;;-
%F0%9F%92%AC-vanessa-lam-1a378b96;1;;null
%F0%9F%92%AC-vanessa-lam-1a378b96;2;;null
%F0%9F%92%AC-vanessa-lam-1a378b96;3;;null
%F0%9F%92%AC-vanessa-lam-1a378b96;4;;null
%F0%9F%92%AC-vanessa-lam-1a378b96;5;;null
%F0%9F%92%AC-vanessa-lam-1a378b96;6;;null
%F0%9F%92%AC-vanessa-lam-1a378b96;7;;null
%F0%9F%92%AC-vanessa-lam-1a378b96;8;;null
%F0%9F%92%AC-vanessa-lam-1a378b96;9;;null
%F0%9F%92%AC-vanessa-lam-1a378b96;10;;null
-snehamenon;1;;IT3010
-snehamenon;2;;DBA3702
-snehamenon;3;;NM3216
-snehamenon;4;;DBA3803
-snehamenon;5;;NM2104
-snehamenon;6;;NM2103
-snehamenon;7;;MKT3722
13tattoos;1;;null
13tattoos;2;;null
13tattoos;3;;null
13tattoos;4;;null
13tattoos;5;;null
13tattoos;6;;null
13tattoos;7;;null
93ad3f9d7d6d8a1922ee38cc020dcec0acfc2ed3ebf686c8bf6304391d649e00;1;;-
93ad3f9d7d6d8a1922ee38cc020dcec0acfc2ed3ebf686c8bf6304391d649e00;2;;-
93ad3f9d7d6d8a1922ee38cc020dcec0acfc2ed3ebf686c8bf6304391d649e00;3;09;-
93ad3f9d7d6d8a1922ee38cc020dcec0acfc2ed3ebf686c8bf6304391d649e00;4;;-
93ad3f9d7d6d8a1922ee38cc020dcec0acfc2ed3ebf686c8bf6304391d649e00;5;;-
aaangelng1995;1;;-
aaangelng1995;2;;-
aaangelng1995;3;;-
aaangelng1995;4;;-
aaangelng1995;5;;-
aakshaygarg;1;;null
aakshaygarg;2;;null
aakshaygarg;3;;null
aakshaygarg;4;;null
aakshaygarg;5;;null
aakshaygarg;6;;null
aaleksandar;1;;-
aaleksandar;2;;-
aaleksandar;3;;-
aaleksandar;4;;-
aaleksandar;5;;-
aaleksandar;6;;-
aaleksandar;7;;-
aaleksandar;8;;-
aanandjit-sunderaj-b938b931;1;;
aanchal-vijh;1;;null
aanchal-vijh;2;;null
aanchal-vijh;3;;null
aanchal-vijh;4;;null
aar0n0ng;1;;null
aar0n0ng;2;;null
aar0n0ng;3;;null
aar0n0ng;4;;null
aar0n0ng;5;;null
aar0n0ng;6;;null
aar0n0ng;7;;null
aar0n0ng;8;;null
aar0n0ng;9;;null
aar0n0ng;10;;null
aar0n0ng;11;;null
aar0n0ng;12;;null
aaron-cheah-9806b158;1;;Technical Analysis
aaron-chew-37701059;1;;null
aaron-chew-37701059;2;02;null
aaron-choo-5197435a;1;;-
aaron-choo-5197435a;2;;-
aaron-kalaichelvan-kc-b2422711;1;;null
aaron-kalaichelvan-kc-b2422711;2;;null
aaron-kho-214a64101;1;;1
aaron-lau-099559189;1;;null
aaron-lau-099559189;2;;null
aaron-mccallum-652a58112;1;;-
aaron-mccallum-652a58112;2;;-
aaron-mccallum-652a58112;3;;-
aaron-mccallum-652a58112;4;;-
aaron-ong-766ab748;1;;null
aaron-ong-766ab748;2;;null
aaron-ong-766ab748;3;;null
aaron-ong-766ab748;4;;null
aaron-poh-yichieh-10a34539;1;319-20-21;-
aaron-poh-yichieh-10a34539;2;;-
aaron-teo-070a8b153;1;;null
aaron-thong;1;2013;-
aaronangwc;1;;-
aaronangwc;2;;-
aaronloo109;1;;null
aaronloo109;2;;null
aaronworkspace;1;2017;null
aaronworkspace;2;;null
aaronworkspace;3;;null
aaronyew;1;09;null
aartha-penn-b0a751136;1;;null
aarthi-ravikrishnan-85811549;1;;null
aarthi-ravikrishnan-85811549;2;;null
aarthi-ravikrishnan-85811549;3;;null
aartilimayebhide;1;02;null
aartilimayebhide;2;;null
aashitkamath;1;;-
aashvibana;1;;null
aashvibana;2;;null
aashvibana;3;;null
aashvibana;4;;null
aashvibana;5;;null
aason-than-695452163;1;;null
aason-than-695452163;2;;null
abapconsultantidrisahmed;1;;144
abbas-hussain-sayyed-028a7812;1;;-
abbas-hussain-sayyed-028a7812;2;;-
abbas-hussain-sayyed-028a7812;3;;-
abbas-hussain-sayyed-028a7812;4;;-
abdbasit;1;09;null
abdesmond;1;;BUSMKT 1426
abdesmond;2;;BUSMKT 1428
abdesmond;3;;MATH 0220
abdesmond;4;;ENGLIT 0597
abdesmond;5;;BUSMKT 1481
abdesmond;6;;BUSMKT 1441
abdesmond;7;;BUSBIS 1605
abdesmond;8;;BUSBIS 1625
abdesmond;9;;BUSACC 0030
abdesmond;10;;BUSORG 1101
abdesmond;11;;BUSBIS 1635
abdesmond;12;;SPAN 0015
abdesmond;13;;BUSFIN 1030
abdesmond;14;;BUSBIS 1060
abdesmond;15;;BUSMKT 1040
abdesmond;16;;HAA 0030
abdesmond;17;;ECON 0110
abdesmond;18;;BUSACC 0040
abdesmond;19;;BUSENV 0060
abdesmond;20;;BUSSCM 1730
abdesmond;21;;BUSSPP 0020
abdesmond;22;;BUSMKT 1411
abdesmond;23;;ECON 0100
abdesmond;24;;BUSQOM 1070
abdesmond;25;;BUSORG 1020
abdesmond;26;;PHIL 0330
abdesmond;27;;BUSMKT 1431
abdesmond;28;;BUSBIS 1630
abdesmond;29;;PSY 0184
abdesmond;30;;BUSSCM 1740
abdesmond;31;;BUSQOM 0050
abdesmond;32;;BUSSCM 1750
abdesmond;33;;STAT 1100
abdesmond;34;;BUSSPP 1080
abdesmond;35;;BUSBIS 1600
%E2%AD%90francis-teo-solomo;1;;1
%E2%AD%90francis-teo-solomo;2;;null
%E5%85%AC%E6%95%99-mark-fong-bb4275101;1;;null
%E5%8A%BC-%E8%8B%8F-800b25a3;1;;null
%E6%98%9F%E5%A9%B7-%E9%BB%84-262847114;1;03;-
%E6%98%9F%E5%A9%B7-%E9%BB%84-262847114;2;;-
%E6%98%9F%E5%A9%B7-%E9%BB%84-262847114;3;;-
%E6%98%9F%E5%A9%B7-%E9%BB%84-262847114;4;;-
%E6%98%9F%E5%A9%B7-%E9%BB%84-262847114;5;;-
%E6%98%9F%E5%A9%B7-%E9%BB%84-262847114;6;;-
%E6%98%9F%E5%A9%B7-%E9%BB%84-262847114;7;;-
%E6%9D%A8%E4%BA%91%E9%9D%92-sherry-yang-487201103;1;;null
%E6%B7%91%E5%90%9B-%E7%8E%8B-406033ba;1;;null
%E6%B7%91%E5%90%9B-%E7%8E%8B-406033ba;2;;null
%E6%B7%91%E5%90%9B-%E7%8E%8B-406033ba;3;;null
%E6%B7%91%E5%90%9B-%E7%8E%8B-406033ba;4;;null
%E6%B7%91%E5%90%9B-%E7%8E%8B-406033ba;5;;null
%E6%B7%91%E5%90%9B-%E7%8E%8B-406033ba;6;;null
%E6%B7%91%E5%90%9B-%E7%8E%8B-406033ba;7;;null
%E6%B7%91%E5%90%9B-%E7%8E%8B-406033ba;8;;null
%E6%B7%91%E5%90%9B-%E7%8E%8B-406033ba;9;;null
%E6%B7%91%E5%90%9B-%E7%8E%8B-406033ba;10;;null
%E6%B7%91%E5%90%9B-%E7%8E%8B-406033ba;11;04-01-53-07-04-00-07-6027-07-07;null
%E6%B7%91%E5%90%9B-%E7%8E%8B-406033ba;12;05-673-539-7406;null
%E6%B7%91%E5%90%9B-%E7%8E%8B-406033ba;13;6570-05-57-7535-08;null
%E6%B7%91%E5%90%9B-%E7%8E%8B-406033ba;14;6570-636-05-93-6280-672;null
%E6%B7%91%E5%90%9B-%E7%8E%8B-406033ba;15;06-21-62-7535-05-50-7535-08;null
%E6%B7%91%E5%90%9B-%E7%8E%8B-406033ba;16;7535-529-7535-05-50-6280-672;null
%E6%B7%91%E5%90%9B-%E7%8E%8B-406033ba;17;7535-529-07-07-57-7840;null
%E6%B7%91%E5%90%9B-%E7%8E%8B-406033ba;18;7535-529-07-07-07-33-6001-5206-6790;null
%E6%B7%91%E5%90%9B-%E7%8E%8B-406033ba;19;7535-673-05-66;null
%E6%B7%91%E5%90%9B-%E7%8E%8B-406033ba;20;7535-08-57-7840;null
%E7%BA%B5%E6%A8%AA-%E8%92%8B-332739132;1;;null
%E7%BA%B5%E6%A8%AA-%E8%92%8B-332739132;2;;null
%E7%BA%B5%E6%A8%AA-%E8%92%8B-332739132;3;;null
%E7%BA%B5%E6%A8%AA-%E8%92%8B-332739132;4;;null
%E7%BA%B5%E6%A8%AA-%E8%92%8B-332739132;5;;null
%E7%BA%B5%E6%A8%AA-%E8%92%8B-332739132;6;;null
%E7%BA%B5%E6%A8%AA-%E8%92%8B-332739132;7;;null
%E7%BA%B5%E6%A8%AA-%E8%92%8B-332739132;8;;null
%E7%BA%B5%E6%A8%AA-%E8%92%8B-332739132;9;;null
%E8%AE%B8%E4%BD%A9%E8%AE%AE-suyee-shue-3219abb;1;;Quarton Mgmt. 24.03.2008
%E8%AE%B8%E4%BD%A9%E8%AE%AE-suyee-shue-3219abb;2;2010;Takx Solutions 26.06.2013
%E9%99%88%E6%98%8E-%E5%AE%89%E8%BF%AA-86a4b9b7;1;;null
%E9%99%88%E6%98%8E-%E5%AE%89%E8%BF%AA-86a4b9b7;2;;null
%E9%9D%96%E8%96%87-%E8%B0%A2-710595189;1;;R17
1soumendeb;1;;Udemy
3kesh;1;;S39
a-b-0b149134;1;;3040
a-b-m-emrul-kayes-9a5ba93a;1;;JNB522
a-b-m-emrul-kayes-9a5ba93a;2;;JNB508
a-b-m-emrul-kayes-9a5ba93a;3;;BEA683
a-b-m-emrul-kayes-9a5ba93a;4;;JNB518
a-b-m-emrul-kayes-9a5ba93a;5;;JNB512
a-b-m-emrul-kayes-9a5ba93a;6;;JNB515
a-b-m-emrul-kayes-9a5ba93a;7;;JNB517
a-b-m-emrul-kayes-9a5ba93a;8;;JNB520
a-b-m-emrul-kayes-9a5ba93a;9;;BMA584
a-b-m-emrul-kayes-9a5ba93a;10;;JNB516
a-b-m-emrul-kayes-9a5ba93a;11;;JNB519
a-b-m-emrul-kayes-9a5ba93a;12;;JNB524
a-dejun-huang;1;;CE7429
a-dejun-huang;2;2017;null
a-isyah-munirah-abdul-rahman-280407100;1;;null
a-isyah-munirah-abdul-rahman-280407100;2;;null
a-isyah-munirah-abdul-rahman-280407100;3;;null
aaditbimbhet;1;;-
aaditbimbhet;2;;-
aaditbimbhet;3;;-
aaditbimbhet;4;;-
aaditbimbhet;5;;-
aaditbimbhet;6;;-
aaditbimbhet;7;;-
aaditbimbhet;8;;-
aaditbimbhet;9;;-
aakash-gupta-ab03b995;1;;null
aakash-gupta-ab03b995;2;;null
aakash-gupta-ab03b995;3;;null
aakash-gupta-ab03b995;4;;null
aakash-gupta-ab03b995;5;;null
aakash-gupta-ab03b995;6;;null
aakash-gupta-ab03b995;7;;null
aakash-gupta-ab03b995;8;;null
aakash-gupta-ab03b995;9;;null
aakash-gupta-ab03b995;10;;null
aakash-gupta-ab03b995;11;;null
aakash-gupta-ab03b995;12;;null
aakash-gupta-ab03b995;13;;null
aakash-gupta-ab03b995;14;;null
aakash-gupta-ab03b995;15;;null
aakash-gupta-ab03b995;16;;null
aakash-gupta-ab03b995;17;;null
aakash-gupta-ab03b995;18;;null
aakash-gupta-ab03b995;19;;null
aakash-gupta-ab03b995;20;;null
aakash-santuka;1;;MAT531
aakash-santuka;2;;STA131
aakash-santuka;3;;MAT331
aakash-santuka;4;;MAT231
aakash-santuka;5;;ECO632
aakash-santuka;6;;ECO631
aakash-santuka;7;;ECO331
aakash-santuka;8;;ECO431
aakash-santuka;9;;MAT131
aakash-santuka;10;;ECO531
aakash-santuka;11;;MAT132
aakash-santuka;12;;MAT431
aakash-santuka;13;;MAT532
aakash-santuka;14;;MAT632
aakash-santuka;15;;ECO231
aakash-santuka;16;;ECO131
aakash-santuka;17;;-
aakash-santuka;18;;MAT631
aakash-santuka;19;;ECO532
aakash-santuka;20;;STA632
aakash-santuka;21;;STA331
aakash-santuka;22;;STAT631
aamer-aslam-758a3940;1;;null
aamer-aslam-758a3940;2;;null
aamer-aslam-758a3940;3;;null
aamer-aslam-758a3940;4;;null
aamer-aslam-758a3940;5;;null
aamer-aslam-758a3940;6;;null
aandesilva;1;00;563485
aankita-mukherjee;1;;null
aankita-mukherjee;2;;null
aankita-mukherjee;3;;null
aankita-mukherjee;4;;null
aankita-mukherjee;5;;null
aankita-mukherjee;6;;null
aankita-mukherjee;7;;null
aankita-mukherjee;8;;null
aankita-mukherjee;9;;null
aankita-mukherjee;10;;null
aankita-mukherjee;11;;null
aankita-mukherjee;12;;null
aankita-mukherjee;13;;null
aankita-mukherjee;14;;null
aankita-mukherjee;15;;null
aankita-mukherjee;16;;MITx: 15.07
aaron-chung-440634ba;1;;
aaron-chung-440634ba;2;;
aaron-chung-440634ba;3;;
aaron-chung-440634ba;4;;
aaron-chung-440634ba;5;;
aaron-chung-440634ba;6;;
aaron-chung-440634ba;7;;
aaron-chung-440634ba;8;;
aaron-fernandez-khoo-9846b0152;1;;null
aaron-jason-martin;1;;3
aaron-jason-martin;2;;2
aaron-jason-martin;3;;1
aaron-lew-88b22a25;1;;-
aaron-n-787997102;1;;null
aaron-tan-590245193;1;;null
aaron-tan-590245193;2;;null
aaron-tan-590245193;3;;null
aaron-tan-590245193;4;;null
aaron-tan-590245193;5;;null
aaron-tan-590245193;6;;null
aaron-tan-590245193;7;;null
aaron-tan-590245193;8;;null
aaron-tan-590245193;9;;null
aaron-tan-7aa138a5;1;;-
aaron-tham-92969b42;1;;-
aaron-tham-92969b42;2;;-
aaronkhoo;1;;2014-2015
aaronnair;1;;IR330
aaronnair;2;;FE442
aaronnair;3;;IM445
aaronnair;4;;FE429
aaronnair;5;;FE449
aaronnair;6;;OB221
aaronnair;7;1900-1945;IR349
aaronnair;8;;FE445
aaronnair;9;;IM345
aaronnair;10;1945;IR350
aaronnair;11;;FE427
aaronnair;12;;SI422
aaronqwy;1;;CS6476
aaronqwy;2;;CS7450
aaronqwy;3;;CS6456
aaronqwy;4;;CZ4001
aaronqwy;5;;CZ4002
aaronsimdw;1;103;-
aaronsimdw;2;;-
aarontham98;1;;null
aarthi-devarajan-227791156;1;;AAE 52700
aarthi-devarajan-227791156;2;;MA 52800
aarthi-devarajan-227791156;3;;AAE 53900
aarthi-devarajan-227791156;4;;AAE 59000
aarthi-devarajan-227791156;5;;AAE 51200
aarthi-devarajan-227791156;6;;AAE 51400
aarthi-devarajan-227791156;7;;AAE 51100
aarthi-devarajan-227791156;8;;AAE 59000
abasmayorccna;1;;200-120
abasmayorccna;2;;NSE4
%E3%81%A1%E3%81%87%E3%81%A3%E3%82%8A%E3%81%88-%E3%83%81%E3%82%A7%E3%83%AA%E3%83%BC-2b525957;1;;-
%E5%BF%83910%E7%BD%91%E5%8F%B0-ken-chen-b4789363;1;;-
%E5%BF%83910%E7%BD%91%E5%8F%B0-ken-chen-b4789363;2;;-
%E6%A2%81%E7%8E%AE%E5%80%A9-beryl-leong-4b048864;1;;null
%E6%A3%AE%E5%85%83-%E9%AA%86-604166a7;1;;EE5308R
%E6%A3%AE%E5%85%83-%E9%AA%86-604166a7;2;;EE5310
%E6%A3%AE%E5%85%83-%E9%AA%86-604166a7;3;;EE5101R
%E6%A3%AE%E5%85%83-%E9%AA%86-604166a7;4;;EE5137R
%E6%A3%AE%E5%85%83-%E9%AA%86-604166a7;5;;null
%E6%A3%AE%E5%85%83-%E9%AA%86-604166a7;6;;null
%E6%A3%AE%E5%85%83-%E9%AA%86-604166a7;7;;null
%E7%B4%AB%E8%96%87-%E7%8E%8B-61282a149;1;;SCM 300
%E7%B4%AB%E8%96%87-%E7%8E%8B-61282a149;2;;SCM 345
%E7%B4%AB%E8%96%87-%E7%8E%8B-61282a149;3;;SCM 432
%E7%B4%AB%E8%96%87-%E7%8E%8B-61282a149;4;;-
%E7%B4%AB%E8%96%87-%E7%8E%8B-61282a149;5;;IE5105
