public_identifier;num_languages;language
jinyeong-jeong-927b36131;1;English
jinyeong-jeong-927b36131;2;Korean
harsh-sharma-8762b760;1;English
harsh-sharma-8762b760;2;hindi
gilles-massia-91572b44;1;French
gilles-massia-91572b44;2;English
jabrayilmalikov;1;Russian
jabrayilmalikov;2;English
mayo615;1;English
mayo615;2;French
gurjitmann;1;English
gurjitmann;2;French
gurjitmann;3;Punjabi
kenesha-johnson-2b70b45a;1;English
kenesha-johnson-2b70b45a;2;French
diego-bernal-268007187;1;English
diego-bernal-268007187;2;Spanish
jaspreet-dulay-18a50168;1;English
jaspreet-dulay-18a50168;2;Punjabi
jaspreet-dulay-18a50168;3;Hindi
monal-brassard-42b77b26;1;Fran\u00e7ais
monal-brassard-42b77b26;2;Anglais
michelle-pidgeon-32aa1015;1;English
mohammedzokari;1;English
mohammedzokari;2;Arabic
mohammedzokari;3;French
pratikmehta601;1;English
pratikmehta601;2;Hindi
jason-mote-bb7b609;1;French
jason-mote-bb7b609;2;English
jason-mote-bb7b609;3;German
elicia-bryant-87b95b2a;1;PortugueseandFrench
olga-shykota-b6347b82;1;Ukrainian
olga-shykota-b6347b82;2;Russian
olga-shykota-b6347b82;3;French
olga-shykota-b6347b82;4;English
diana-bouma-92959591;1;Dutch
sarab-nottay-80113514a;1;English
sarab-nottay-80113514a;2;Hindi
sarab-nottay-80113514a;3;Punjabi
ian-levesque-8ba939114;1;Francais
anastasiya-boika-72656724;1;Russian
anastasiya-boika-72656724;2;English
camol-sandy-75b6a082;1;English
jennakc;1;English
jennakc;2;Korean
monahafez;1;English
monahafez;2;French
monahafez;3;Arabic
monahafez;4;Spanish
pullockroy;1;English
pullockroy;2;Bengali
diana-boyd;1;English
marco-iaboni;1;English
marco-iaboni;2;French
denise-murphy-07b90386;1;English
denise-murphy-07b90386;2;French
anson-c-111447168;1;Mandarin
anson-c-111447168;2;Cantonese
anson-c-111447168;3;English
bad%%C3%%A9-obasa;1;English
bad%%C3%%A9-obasa;2;French
mel-wadey;1;English
mel-wadey;2;French
jaime-edmondson-001b126a;1;English
jaime-edmondson-001b126a;2;Japanese
sunayanalimbu;1;English
sunayanalimbu;2;Nepali
sunayanalimbu;3;Hindi
sunayanalimbu;4;French
sunayanalimbu;5;Urdu
elizabeth-harkness-8953591b2;1;French
elizabeth-harkness-8953591b2;2;Spanish
murray-l-waboose-a1376a43;1;English
murray-l-waboose-a1376a43;2;Ojibwa
murray-l-waboose-a1376a43;3;French
joey-paler-3b348986;1;Tagalog
joey-paler-3b348986;2;English
melina-a-sousan;1;Persian
melina-a-sousan;2;French
melina-a-sousan;3;English
farvaghalib;1;Urdu
farvaghalib;2;Punjabi
farvaghalib;3;English
susanna-everingham-oct-81690197;1;French
susanna-everingham-oct-81690197;2;German
jinyongkim;1;English
jinyongkim;2;Korean
lexie-owen-86835a75;1;English
susanna-cuda-01379646;1;English
susanna-cuda-01379646;2;Italian
susanna-cuda-01379646;3;French
aschirripa;1;English
aschirripa;2;Italian
rajiv-dja-a6a4094b;1;French
mark-fitzpatrick-875b7513a;1;French
pratik021;1;English
nataliepyke;1;English
sarah-hewgill-40595a51;1;English
pratikkumartrivedi;1;English
pratikkumartrivedi;2;Hindi
pratikkumartrivedi;3;Gujarati
stewartpopadiuk;1;English
stewartpopadiuk;2;French
ghyslain-forcier-12ab152a;1;Anglais
ghyslain-forcier-12ab152a;2;Fran\u00e7ais
ricardo-emanuel-ayulo-cerna-79ba64a3;1;Fran\u00e7ais
ricardo-emanuel-ayulo-cerna-79ba64a3;2;Espagnol
marc-antoine-harbec-2489a496;1;Fran\u00e7ais
marc-antoine-harbec-2489a496;2;Anglais
marc-antoine-harbec-2489a496;3;Espagnol
catherinechu708;1;English
catherinechu708;2;Cantonese
robert-michels;1;German
robert-michels;2;English
robert-michels;3;Hungarian
fcourtemanche;1;Fran\u00e7ais
fcourtemanche;2;Anglais
nada-al-haddawi-3b516610b;1;English
nada-al-haddawi-3b516610b;2;French
nada-al-haddawi-3b516610b;3;Arabic
rosa-porco-1429237b;1;Italian
hua-wei-b32aab62;1;Chinese
hua-wei-b32aab62;2;English
hua-wei-b32aab62;3;Taiwanese
ian-sebastian-64b6242b;1;French
ian-sebastian-64b6242b;2;Spanish
ian-sebastian-64b6242b;3;English
andrew-trecroce-a93597b2;1;English
andrew-trecroce-a93597b2;2;French
fchouinard;1;English
fchouinard;2;French
alisa-levona-17ba4856;1;English
alisa-levona-17ba4856;2;Hebrew
manas-kathuria-43bba051;1;English
manas-kathuria-43bba051;2;Hindi
manas-kathuria-43bba051;3;Punjabi
manas-kathuria-43bba051;4;Urdu
nolan-fitzgerald-005986159;1;French
annapwhon;1;English
annapwhon;2;Cantonese
annapwhon;3;Mandarin
annapwhon;4;French
anureet-cheema-182845149;1;Hindi
anureet-cheema-182845149;2;Punjabi
anureet-cheema-182845149;3;English
alexandre-dub%%C3%%A9-a2070b67;1;Fran\u00e7ais
alexandre-dub%%C3%%A9-a2070b67;2;Anglais
fcormier1;1;French
fcormier1;2;English
mohammedloukili;1;Anglais
mohammedloukili;2;Fran\u00e7ais
claudie-larouche-36741987;1;Fran\u00e7ais
claudie-larouche-36741987;2;Anglais
susanna-gharibyan-5ba4a6128;1;English
susanna-gharibyan-5ba4a6128;2;Russian
susanna-gharibyan-5ba4a6128;3;Armenian
diana-brebeanu;1;English
diana-brebeanu;2;French
diana-brebeanu;3;Romanian
anson-au-b2612a6;1;Cantonese
halah-al-ubaidi-52995826;1;English
halah-al-ubaidi-52995826;2;French
halah-al-ubaidi-52995826;3;Arabic
deann-degruijter-mfa-%%7E-degroovyarts-%%7E-actra-caea-reace-860779a;1;English
deann-degruijter-mfa-%%7E-degroovyarts-%%7E-actra-caea-reace-860779a;2;French
deann-degruijter-mfa-%%7E-degroovyarts-%%7E-actra-caea-reace-860779a;3;Dutch
deann-degruijter-mfa-%%7E-degroovyarts-%%7E-actra-caea-reace-860779a;4;ASL
ryaan;1;English
ryaan;2;French
oasfoor;1;English
oasfoor;2;Arabic
john-engel-b94181120;1;English
cameronwilliam;1;English
cameronwilliam;2;Spanish
kenny-hoang-polytechnique;1;French
kenny-hoang-polytechnique;2;English
kenny-hoang-polytechnique;3;Vietnamese
fr%%C3%%A9d%%C3%%A9ric-escud%%C3%%A9-en;1;French
fr%%C3%%A9d%%C3%%A9ric-escud%%C3%%A9-en;2;Anglais
fr%%C3%%A9d%%C3%%A9ric-escud%%C3%%A9-en;3;Persian
fr%%C3%%A9d%%C3%%A9ric-escud%%C3%%A9-en;4;German
fr%%C3%%A9d%%C3%%A9ric-escud%%C3%%A9-en;5;Italian
fr%%C3%%A9d%%C3%%A9ric-escud%%C3%%A9-en;6;Espagnol
seewillj;1;English
olga-sharomova-aa280b72;1;Fran\u00e7ais
olga-sharomova-aa280b72;2;Anglais
olga-sharomova-aa280b72;3;Russe
shannon-skanes-926968135;1;English
michelle-piczak-b957331a0;1;Polish
michelle-piczak-b957331a0;2;English
sunbal-cheema-52912623;1;Urdu
sunbal-cheema-52912623;2;English
sunbal-cheema-52912623;3;Punjabi
sean-sara-cpa-ca-33a309b0;1;English
sean-sara-cpa-ca-33a309b0;2;French
abdul-fahim-a99991164;1;English
grant-bierlmeier-62037a109;1;English
st%%C3%%A9phanie-c%%C3%%A9rat-768771118;1;francais
st%%C3%%A9phanie-c%%C3%%A9rat-768771118;2;Anglais
julie-smithers-bishop;1;French
julie-smithers-bishop;2;English
lynettek;1;English
lynettek;2;French
lynettek;3;Spanish
ricardo-eug%%C3%%A8ne-82b242116;1;Fran\u00e7ais
ricardo-eug%%C3%%A8ne-82b242116;2;Anglais
ricardo-eug%%C3%%A8ne-82b242116;3;Cr\u00e9oleha\u00eftien
elida-fedourk-967898a3;1;Portuguese
rana-elzeini-117289a1;1;English
rana-elzeini-117289a1;2;Arabic
rafah-albizri-05;1;Arabic
rafah-albizri-05;2;English
rafah-albizri-05;3;French
sandy-herron-1ab2a468;1;English
sandy-herron-1ab2a468;2;Spanish
j-ruiz;1;English
j-ruiz;2;Spanish
jaime-doucet-a945b860;1;English
jaime-doucet-a945b860;2;French
paulino-tan-98216b18a;1;English
paulino-tan-98216b18a;2;Chinese
paulino-tan-98216b18a;3;Tagalog
charles-laliberte-b8529b25;1;Francais
charles-laliberte-b8529b25;2;Anglais
kevinphan15;1;English
kevinphan15;2;Vietnamese
monaharb;1;English
monaharb;2;Arabic
alyssa-cancian-804571180;1;French
alyssa-cancian-804571180;2;Italian
alyssa-cancian-804571180;3;Spanish
alyssa-cancian-804571180;4;German
alyssa-cancian-804571180;5;Arabic
alyssa-cancian-804571180;6;English
sarab25;1;English
sarab25;2;Punjabi
sarab25;3;French
cameronwfraser;1;English
alessandra-cece;1;English
alessandra-cece;2;Italian
alessandra-cece;3;French
alessandra-cece;4;Spanish
alessandra-cece;5;German
jennahunter13;1;English
meghan-hilderman-85995671;1;English
meghan-hilderman-85995671;2;French
rafal-gieleciak-47368958;1;English
rafal-gieleciak-47368958;2;Polish
diego-bugaiov-841aa791;1;Espa\u00f1ol
diego-bugaiov-841aa791;2;Ingl\u00e9s
jarvis-du-23383319;1;Vietnamese
jarvis-du-23383319;2;Chinese
elicia-m-a330a315a;1;French
elicia-m-a330a315a;2;English
elicia-m-a330a315a;3;Spanish
nadia-stolpner-msw-rsw-671a3234;1;English
nadia-stolpner-msw-rsw-671a3234;2;French
nadia-stolpner-msw-rsw-671a3234;3;Russian
suncibenic;1;English
suncibenic;2;Bosnian
suncibenic;3;Croatian
gabriela-ariganello-00632a179;1;English
gabriela-ariganello-00632a179;2;Spanish
gabriela-ariganello-00632a179;3;French
fouadibnonamr;1;Fran\u00e7ais
fouadibnonamr;2;Arabe
fouadibnonamr;3;Anglais
fouadibnonamr;4;Allemand
fouadibnonamr;5;Russe
claudie-leblanc-40b7a290;1;Fran\u00e7ais
claudie-leblanc-40b7a290;2;Anglais
fcortesnila;1;English
fcortesnila;2;Spanish
allan-bisset-b098a4134;1;English
nicolas-dupont-4857553b;1;Fran\u00e7ais
nicolas-dupont-4857553b;2;english
halayna-babiy-18b17780;1;English
halayna-babiy-18b17780;2;Ukrainian
christopher-porter-351b6013;1;English
christopher-porter-351b6013;2;French
fcohendelara;1;Fran\u00e7ais
fcohendelara;2;Anglais
fcohendelara;3;Espagnol
diego-campos-aa2806166;1;Fran\u00e7ais
diego-campos-aa2806166;2;Anglais
diego-campos-aa2806166;3;Espagnol
don-maisonneuve-cscmp-95249734;1;English
don-maisonneuve-cscmp-95249734;2;French
ricardo-galdamez-760813b4;1;English
ricardo-galdamez-760813b4;2;Spanish
rana-f-0b463a14;1;Arabic
rana-f-0b463a14;2;English
pascal-poirier-88b99b59;1;French
pascal-poirier-88b99b59;2;English
susanna-javier-bb4983122;1;English
susanna-javier-bb4983122;2;Hungarian
monalashkarizadeh;1;English
monalashkarizadeh;2;Persian
kevinqian;1;English
kevinqian;2;Chinese
pratikkhasbardar;1;IELTS
dnzmln;1;English
dnzmln;2;Turkish
harsh-shah-70981a88;1;English
harsh-shah-70981a88;2;Hindi
harsh-shah-70981a88;3;Gujarati
julie-krahn-8ab134134;1;English
jane-hamre-a4a53b3a;1;English
jane-hamre-a4a53b3a;2;Mandarin
jane-hamre-a4a53b3a;3;Malay
jane-hamre-a4a53b3a;4;Hokkien
jane-hamre-a4a53b3a;5;Cantonese
jane-hamre-a4a53b3a;6;Hakka
jane-hamre-a4a53b3a;7;French
gabriela-altamira;1;English
gabriela-altamira;2;Spanish
gabriela-altamira;3;Italian
bactol-gina-36917540;1;Filipino
bactol-gina-36917540;2;Tagalog
daniel-mokoros-5332ab106;1;English
asconza;1;English
asconza;2;French
asconza;3;Italian
pratikdad29;1;English
pratikdad29;2;Hindi
pratikdad29;3;Gujarati
marco-lattavo;1;Italian
lexieb;1;English
lexieb;2;French
madison-brett-68004a139;1;French
madison-brett-68004a139;2;English
susanna-fedele-99b67a96;1;English
susanna-fedele-99b67a96;2;Italian
susanna-fedele-99b67a96;3;Spanish
dudley-phillips;1;English
dudley-phillips;2;Hindi
fcolubriale;1;English
fcolubriale;2;French
fcolubriale;3;Italian
laura-romer-801a35209;1;Spanish
laura-romer-801a35209;2;French
laura-romer-801a35209;3;English
jamie-mcewen-263076107;1;French
jamie-mcewen-263076107;2;English
charles-lacroix-ab414224;1;English
charles-lacroix-ab414224;2;French
julianna-martino-70b1a4133;1;English
julianna-martino-70b1a4133;2;French
kjesani;1;Hindi
kjesani;2;Swahili
kjesani;3;English
manas-grover;1;English
manas-grover;2;German
mina-malek-p-eng-03695725;1;French
mina-malek-p-eng-03695725;2;English
karli-gibson-a57708a3;1;English
sylvain-roy-pmp-8a998713;1;Fran\u00e7ais
sylvain-roy-pmp-8a998713;2;Anglais
sarah-heyer-4b494560;1;English
sarah-heyer-4b494560;2;German
shannon-smith-186aa14a;1;French
elizabeth-hanxi-zheng-09515714b;1;Mandarin
elizabeth-hanxi-zheng-09515714b;2;English
elizabeth-hanxi-zheng-09515714b;3;Spanish
johanne-heppell-8818a25a;1;Anglais
johanne-heppell-8818a25a;2;Fran\u00e7ais
manar-karim;1;Fran\u00e7ais
manar-karim;2;Arabe
manar-karim;3;Anglais
sunayraxzaman;1;English
sunayraxzaman;2;Bengali
sunayraxzaman;3;Hindi
sunayraxzaman;4;Urdu
nolan-ellis-08449b47;1;English
nolan-ellis-08449b47;2;French
alyssa-cabral-832681101;1;English
mohammedkhanmohammed;1;English
mohammedkhanmohammed;2;Hindi
mohammedkhanmohammed;3;Urdu
mohammedkhanmohammed;4;Telugu
marianne-houle-1849a696;1;Fran\u00e7ais
marianne-houle-1849a696;2;English
marc-despr%%C3%%A9s-12a4a221;1;Fran\u00e7ais
marc-despr%%C3%%A9s-12a4a221;2;English
pierre-langlois-33278a38;1;English
pierre-langlois-33278a38;2;French
sunchul-lee-705795a4;1;English
sunchul-lee-705795a4;2;Korean
nataliepavey;1;English
nataliepavey;2;French
obadah-al-sawadi-96781313;1;English
obadah-al-sawadi-96781313;2;\u0650Aabic
obadah-al-sawadi-96781313;3;Urdu
annapatriciaramilo;1;English
annapatriciaramilo;2;Tagalog
bernadette-beckett-ab718a57;1;German
nolan-flanagan;1;French
rajiv-joshi-25007853;1;Hindi
rajiv-joshi-25007853;2;Gujarati
rajiv-joshi-25007853;3;Marathi
rajiv-joshi-25007853;4;English
joey-parisien-b3b61856;1;English
joey-parisien-b3b61856;2;French
julie-lagace-75a3375b;1;French
julie-lagace-75a3375b;2;English
melissa-dalton-91484a76;1;English
sunbul-ahadi-503962106;1;English
sunbul-ahadi-503962106;2;Farsi
sunbul-ahadi-503962106;3;Urdu
fouad-torriss-0b670a54;1;English
fouad-torriss-0b670a54;2;French
fouad-torriss-0b670a54;3;Arabic
abdul-farah-3316a745;1;English
abdul-farah-3316a745;2;Somali
gurjit-singh-s-1a274692;1;Punjabi
gurjit-singh-s-1a274692;2;Hindi
gurjit-singh-s-1a274692;3;English
mirko-c-06a6023;1;French
mirko-c-06a6023;2;Spanish
mirko-c-06a6023;3;English
pullum-luke-33128869;1;English
pullum-luke-33128869;2;Hindi
pullum-luke-33128869;3;Malayalam
aisha-alladin-07092a36;1;French
aisha-alladin-07092a36;2;CreoleandHindi
nicole-ryans-3592975b;1;English
nicole-ryans-3592975b;2;French
jeanne-p%%C3%%A9r%%C3%%A8s-00a916125;1;Anglais
jeanne-p%%C3%%A9r%%C3%%A8s-00a916125;2;Fran\u00e7ais
jeanne-p%%C3%%A9r%%C3%%A8s-00a916125;3;Espagnol
christopher-minicucci-a3861510b;1;English
christopher-minicucci-a3861510b;2;French
pascal-prefontaine-740b8435;1;Anglais
pascal-prefontaine-740b8435;2;Italien
anurekha-balaraman;1;Tamil
anurekha-balaraman;2;English
anurekha-balaraman;3;Hindi
gilles-mastracchio-;1;Anglais
gilles-mastracchio-;2;Espagnol
gilles-mastracchio-;3;Fran\u00e7ais
nikki-van-klaveren-b37026154;1;Dutch
nikki-van-klaveren-b37026154;2;English
jade-maiome-truong;1;English
jade-maiome-truong;2;Vietnamese
jade-maiome-truong;3;Japanese
fouad-zemokhol-935b4b37;1;French
fouad-zemokhol-935b4b37;2;Arabic
fouad-zemokhol-935b4b37;3;English
lexie-shah;1;French
gurjit-takhar-2b053489;1;Punjabi
gurjit-takhar-2b053489;2;Hindi
monajayarams;1;English
monajayarams;2;Telugu
monajayarams;3;Hindi
monajayarams;4;Tamil
marc-desvarieux-06716085;1;French
marc-desvarieux-06716085;2;English
julie-kolisnyk-32aab9104;1;English
julie-kolisnyk-32aab9104;2;French
max-d-li-6b00a4124;1;English
max-d-li-6b00a4124;2;Chinese
alexis-turcotte-5107b280;1;English
alexis-turcotte-5107b280;2;French
alexis-turcotte-5107b280;3;Spanish
shannon-simpson-9982b663;1;French
mirko-bonneville-47144b95;1;Anglais
mirko-bonneville-47144b95;2;Francais
nicolas-duplessis-a5956a43;1;English
nicolas-duplessis-a5956a43;2;French
natalieokal;1;English
natalieokal;2;Arabic
robert-mic-86080b89;1;English
robert-mic-86080b89;2;Romanian
marco-huang-a2663174;1;Cantonese
marco-huang-a2663174;2;English
marco-huang-a2663174;3;Chinese
rafah-j-almutarreb;1;Arabic
rafah-j-almutarreb;2;English
anas-el-menouni-887482111;1;Francais
anas-el-menouni-887482111;2;Anglais
elizabeth-harder-92b067111;1;English
rosa-polaczek-a070b075;1;Italian
rosa-polaczek-a070b075;2;English
rosa-polaczek-a070b075;3;Spanish
gregtoews;1;English
jeanne-p%%C3%%A9pin-michel-02906a144;1;French
jeanne-p%%C3%%A9pin-michel-02906a144;2;English
pratikgandhi85;1;English
fcharih;1;French
fcharih;2;English
fcharih;3;Arabic
alessandra-boudreau-82aa4097;1;English
alessandra-boudreau-82aa4097;2;Italian
alessandra-boudreau-82aa4097;3;Spanish
alessandra-boudreau-82aa4097;4;French
lexie-rama-71a6125a;1;English
lexie-rama-71a6125a;2;Filipino
halasz-georges-9601661a;1;fran\u00e7ais
halasz-georges-9601661a;2;Anglais
deanmichaud;1;English
deanmichaud;2;French
nicole-rusnak-640ab096;1;Spanish
nicole-rusnak-640ab096;2;SignLanguages
nicole-rusnak-640ab096;3;English
diego-benitez-17a248139;1;English
diego-benitez-17a248139;2;Spanish
diego-benitez-17a248139;3;Portuguese
albert-zhu-b17a2916;1;English
albert-zhu-b17a2916;2;French
jaspreet-dhaliwal-4aa427106;1;English
jaspreet-dhaliwal-4aa427106;2;Punjabi
jaspreet-dhaliwal-4aa427106;3;Hindi
jaspreet-dhaliwal-4aa427106;4;French
halanna-van-driel-ab804941;1;Spanish
alyssa-c-a9980425;1;French
alyssa-c-a9980425;2;English
oatlhotseg;1;Setswana
camoy-phillips-520bb6a6;1;Spanish
camoy-phillips-520bb6a6;2;EnglishCreole
kevinprasad81;1;English
kevinprasad81;2;Sports
kevinprasad81;3;Hindi
marianne-hutcherson-51950075;1;French
susanna-kam-41b52468;1;English
susanna-kam-41b52468;2;Chinese
julie-lagarde-2b76698b;1;Fran\u00e7ais
lexie-tang-9067284a;1;English
lexie-tang-9067284a;2;Chinese
janet-sammut-b441146b;1;Italian
saraavakian;1;Fran\u00e7ais
saraavakian;2;Anglais
saraavakian;3;Espagnol
elmer-martinez-b9989b92;1;English
elmer-martinez-b9989b92;2;French
elmer-martinez-b9989b92;3;Spanish
kenny-hum-cpa-cga-474371a;1;French
kenny-hum-cpa-cga-474371a;2;Chinese
braeden-lohnes-92431b41;1;English
ascaccia;1;English
ascaccia;2;Spanish
ascaccia;3;Italian
rana-fahim-6371511a1;1;Arabic
rana-fahim-6371511a1;2;English
rana-fahim-6371511a1;3;Spanish
rana-fahim-6371511a1;4;French
svitlana-tsushka-68a737a2;1;English
svitlana-tsushka-68a737a2;2;Ukrainian
svitlana-tsushka-68a737a2;3;Russian
jismon-mathew-26a9bb8b;1;English
jismon-mathew-26a9bb8b;2;Malayalam
jarson-gong-ba27a7b;1;English
jarson-gong-ba27a7b;2;Mandarin
manas-chopra-09547a5b;1;English
manas-chopra-09547a5b;2;Hindi
manas-chopra-09547a5b;3;Punjabi
jinyi-han-229054103;1;MandarinChinese
jinyi-han-229054103;2;English
pratikit007;1;English
pratikit007;2;Hindi
pratikit007;3;Gujarati
pratikit007;4;Marathi
ian-levitt-01073243;1;French
mbrankovic;1;English
mbrankovic;2;French
mbrankovic;3;Serbian
marc-desrosiers-a82b16111;1;Francais/Anglais
halah-shash-3661471b3;1;English
halah-shash-3661471b3;2;French
halah-shash-3661471b3;3;Arabic
halah-shash-3661471b3;4;Harari
joseph-torossian-mba-49b16923;1;English
joseph-torossian-mba-49b16923;2;French
joseph-torossian-mba-49b16923;3;Armenian
nicolas-dumouchel-lamoureux;1;Anglais
nicolas-dumouchel-lamoureux;2;Fran\u00e7ais
ian-lewis-69807817b;1;French
rana-darizin;1;English
rana-darizin;2;French
rana-darizin;3;Spanish
rana-darizin;4;Turkish
rana-darizin;5;Persian
rafal-jakub-zuchniak;1;English
rafal-jakub-zuchniak;2;Polish
bernadette-bantug-7566a5108;1;English
gabriel-gelinas-07b25497;1;French
gabriel-gelinas-07b25497;2;English
gabriel-gelinas-07b25497;3;Spanish
nolan-flegel-416106ba;1;English
max-dang-7981958b;1;English
max-dang-7981958b;2;Chinese(madarin)
max-dang-7981958b;3;French
max-dang-7981958b;4;Chinese(catonese)
kjell-raemdonck-p-eng-253b4323;1;English
kjell-raemdonck-p-eng-253b4323;2;French
kjell-raemdonck-p-eng-253b4323;3;Dutch
kjell-raemdonck-p-eng-253b4323;4;Spanish
hua-que;1;English
hua-que;2;Mandarin
kelly-stathis-1081376b;1;English
kelly-stathis-1081376b;2;French
joel-stephane-pangop-968160107;1;Fran\u00e7ais
joel-stephane-pangop-968160107;2;Anglais
susanna-huang-cpa-cga-ba5778101;1;English
susanna-huang-cpa-cga-ba5778101;2;Chinese(Simplified)
claudie-lamarre-3169a0131;1;Fran\u00e7ais
claudie-lamarre-3169a0131;2;Anglais
gabriela-avila-yiptong-16290197;1;French
gabriela-avila-yiptong-16290197;2;Spanish
gabriela-avila-yiptong-16290197;3;English
nataliepepin;1;English
nataliepepin;2;French
nataliepepin;3;Hindi
nataliepepin;4;Arabic
anureetkaurgill;1;German
anureetkaurgill;2;French
anureetkaurgill;3;English
ricardo-fisher-ll-b-ma-ll-m-04086356;1;Spanish
ricardo-fisher-ll-b-ma-ll-m-04086356;2;German
ricardo-fisher-ll-b-ma-ll-m-04086356;3;French
ricardo-fisher-ll-b-ma-ll-m-04086356;4;English
alexandre-dubois-53a73b18;1;French
alexandre-dubois-53a73b18;2;English
charles-laframboise-233922b5;1;English
charles-laframboise-233922b5;2;French
dnssmith;1;French
bermudezandrea;1;English
bermudezandrea;2;French
bermudezandrea;3;Spanish
cwblair;1;English
cwblair;2;French
olga-simo-78b500b0;1;English
olga-simo-78b500b0;2;French
olga-simo-78b500b0;3;Spanish
pratikgujjar;1;English
pratikgujjar;2;Hindi
pratikgujjar;3;Marathi
pratikgujjar;4;Kannada
sylvain-saint-cyr-3a802287;1;Anglais
elmer-lopez-440b2287;1;English
elmer-lopez-440b2287;2;Tagalog
gabriel-gaudreau-19123a6b;1;English
gabriel-gaudreau-19123a6b;2;French
jarryul;1;English
jarryul;2;Urdu
jarryul;3;Hindi
ryad-rachid-berimi-571aa849;1;Arabe
ryad-rachid-berimi-571aa849;2;Kabyle
ryad-rachid-berimi-571aa849;3;Anglais
ryad-rachid-berimi-571aa849;4;Fran\u00e7ais
melissa-daoud;1;French
melissa-daoud;2;Arabic
melissa-daoud;3;English
ian-leslie-174b2567;1;English
jane-halkiotis-09411073;1;Greek
jane-halkiotis-09411073;2;French
jane-halkiotis-09411073;3;Farsi
jane-halkiotis-09411073;4;Romanian
jane-halkiotis-09411073;5;Italian
jane-halkiotis-09411073;6;Latvian
jane-halkiotis-09411073;7;Cantonese
jane-halkiotis-09411073;8;Mandarin
jane-halkiotis-09411073;9;Russian
rajiv-joshi-174ba119;1;English
rajiv-joshi-174ba119;2;Punjabi
rajiv-joshi-174ba119;3;Hindi
jamie-mcginnis-28015233;1;French
pratikmore-dev;1;English
sandy-hervieux-b198789a;1;English
sandy-hervieux-b198789a;2;French
sandy-hervieux-b198789a;3;German
sandy-hervieux-b198789a;4;Italian
sandy-hervieux-b198789a;5;Spanish
sandy-hervieux-b198789a;6;Portuguese
sandy-hervieux-b198789a;7;Russian
sandy-hervieux-b198789a;8;Greek
deanmelnychuk;1;English
deanmelnychuk;2;French
halah-albadani;1;English
halah-albadani;2;Arabic
anas-ghabbar-33ab121a3;1;French
anas-ghabbar-33ab121a3;2;English
chris-przewieda-b458a552;1;Polish
jabina-randev-97227a94;1;English
jabina-randev-97227a94;2;French
jabina-randev-97227a94;3;Punjabi
aisha-ansari-910a3b18;1;French
aisha-ansari-910a3b18;2;Urdu
aisha-ansari-910a3b18;3;Hindi
marco-latulippe-aa076859;1;Anglais
duedili;1;French
duedili;2;English
dnyanesh-deshpande-007b539;1;English
dnyanesh-deshpande-007b539;2;Hindi
dnyanesh-deshpande-007b539;3;Marathi
michael-pelletterio-48955525;1;English
joanne-kongsdorf-13937b11a;1;English
jethibeault;1;French
jethibeault;2;English
jethibeault;3;German
rafal-doroszko-902816a4;1;Polish
rafal-doroszko-902816a4;2;English
ascott-parc-866b89b4;1;English
ascott-parc-866b89b4;2;Greek
bacoller;1;English
bacoller;2;French
jeth-myco-lacsamana;1;English
jeth-myco-lacsamana;2;Tagalog
joanne-ko-cpa-cga-6ab04291;1;English
joanne-ko-cpa-cga-6ab04291;2;Cantonese
joanne-ko-cpa-cga-6ab04291;3;Mandarin
nadia-stewart-50bb5587;1;English
catherinecaple;1;English
januszblaszczyk;1;English
januszblaszczyk;2;Polish
januszblaszczyk;3;Russian
januszblaszczyk;4;French
annaprein;1;English
annaprein;2;Russian
annaprein;3;Japanese
annaprein;4;French
albert-yue-b3600539;1;chinese
albert-yue-b3600539;2;English
dudly-tarcicius-8b4809a0;1;Tamil
melissa-darveau-rse-8164a089;1;French
simon-richard-72755588;1;Fran\u00e7ais
farukh-chatha-a4b56651;1;Hindi
albert-yuou-liu;1;English
albert-yuou-liu;2;Chinese
sunay-shah-b2a945b9;1;English
sunay-shah-b2a945b9;2;French
sunay-shah-b2a945b9;3;Gujrati
sunay-shah-b2a945b9;4;Hindi
sunay-shah-b2a945b9;5;Maharathi
jaime-estupi%%C3%%B1an-22677473;1;Espa\u00f1ol
jaime-estupi%%C3%%B1an-22677473;2;ENGLISH
mina-li;1;English
mina-li;2;cantonese
rafal-domanski-a737a814a;1;Polish
rafal-domanski-a737a814a;2;Russian
rafal-domanski-a737a814a;3;English
rafal-domanski-a737a814a;4;French
jennahum;1;English
jennahum;2;French
pam-raper-65453b8b;1;English
pam-raper-65453b8b;2;French
backer-kobaissi;1;Fran\u00e7ais
backer-kobaissi;2;Anglais
backer-kobaissi;3;Arabe
backer-kobaissi;4;Russe
backer-kobaissi;5;Espagnol
backer-kobaissi;6;Latin
svitlanachechelbewell;1;English
svitlanachechelbewell;2;Russian
svitlanachechelbewell;3;Ukrainian
johanbroman;1;English
johanbroman;2;Swedish
muhammad-tahir-00441627;1;Urdu
muhammad-tahir-00441627;2;English
muhammad-tahir-00441627;3;Hindi
raffi-hotter;1;English
raffi-hotter;2;French
raffi-hotter;3;Hebrew
jaspreet-dhillon-a9773629;1;Punjabi
jaspreet-dhillon-a9773629;2;English
mbrunetmp2b;1;French
mbrunetmp2b;2;English
scott-bailey-6103b129;1;English
anastasios-taso-simeonidis-2042bb54;1;Greek
anastasios-taso-simeonidis-2042bb54;2;English
fcowen-engineering-inc-26788628;1;English
fcowen-engineering-inc-26788628;2;French
kristin-clemente-99816a60;1;Ukrainian
